0,100
1,61
1,69
1,63
1,61
1,75
1,65
1,40
1,39
0,128
0,184
1,52
1,49
0,50
1,49
1,55
0,122
0,48
0,44
1,59
0,103
0,102
1,51
1,45
1,56
0,103
1,48
1,53
1,49
1,75
1,77
1,59
0,56
1,49
0,56
1,43
0,114
0,54
1,57
1,49
0,52
0,51
0,76
1,61
1,50
1,47
0,114
1,47
0,96
1,73
0,48
0,68
0,84
0,120
0,101
0,49
0,110
0,143
0,46
1,81
0,129
1,63
1,77
1,85
1,61
1,73
0,133
0,52
1,43
1,42
1,43
1,41
0,112
1,53
1,65
0,108
1,52
0,94
0,139
0,84
0,46
0,118
0,107
0,46
1,57
0,147
1,44
1,57
0,108
0,66
0,76
1,57
0,49
1,55
0,51
0,108
0,118
0,38
0,92
0,99
1,61
0,89
0,121
0,133
0,143
1,63
0,68
0,44
0,62
0,99
0,134
1,49
1,44
0,70
0,129
0,94
0,106
1,59
1,91
1,61
0,48
0,54
0,70
0,52
0,37
0,48
0,44
0,40
0,108
0,43
0,97
0,97
0,153
0,72
0,88
0,134
0,93
0,116
0,44
0,80
1,103
0,116
0,44
1,57
0,48
0,44
1,67
1,65
0,43
0,44
0,44
0,117
0,50
0,119
0,113
0,60
0,121
0,120
0,62
1,65
0,62
0,80
0,52
0,95
0,44
0,95
0,60
0,102
0,42
0,43
0,42
0,40
0,50
0,48
0,46
0,48
0,50
0,121
0,102
1,55
0,90
0,90
1,51
0,101
0,72
0,86
0,46
1,65
0,50
0,101
0,110
1,47
0,105
1,47
1,42
0,103
1,45
1,47
0,105
1,43
1,43
1,44
0,52
0,76
1,57
1,39
0,46
1,51
0,104
0,44
0,56
1,57
0,106
1,53
1,53
0,106
1,47
0,98
0,52
0,90
0,102
0,94
0,52
0,108
0,76
0,119
0,102
0,128
1,83
0,104
0,108
0,155
0,106
1,52
1,57
1,55
1,65
0,108
1,95
1,65
0,49
0,114
0,112
1,123
0,167
1,49
1,41
1,111
1,43
1,59
1,53
1,42
0,111
1,42
1,43
0,38
0,38
1,42
1,85
1,43
0,50
0,50
0,50
1,53
1,53
0,134
1,59
1,39
1,53
1,53
0,45
1,51
1,53
1,53
1,45
1,77
1,45
1,42
1,51
1,46
1,51
1,59
1,51
1,71
1,71
1,63
1,43
0,60
0,130
1,57
0,95
1,49
0,164
1,101
1,89
0,48
0,62
0,56
1,40
0,53
1,79
0,60
0,62
1,49
0,121
1,57
1,48
1,48
1,48
1,48
1,48
1,48
0,92
0,98
0,94
1,65
1,53
1,52
1,55
1,67
1,51
0,99
0,99
0,76
0,44
0,47
1,48
1,57
1,48
1,67
1,61
0,78
0,88
0,106
1,75
1,125
0,114
1,49
1,45
0,113
0,112
1,47
1,53
1,51
0,56
1,47
0,54
1,59
1,115
1,46
1,75
0,92
0,74
0,88
0,96
0,104
1,45
1,44
1,71
1,53
1,41
1,45
0,90
0,66
1,48
1,59
0,54
1,48
1,81
1,65
0,138
1,73
1,59
1,79
0,64
0,129
1,48
1,39
1,47
1,71
1,42
1,41
1,41
1,43
1,65
1,69
1,53
0,60
1,41
1,43
0,60
1,41
1,59
0,133
0,108
0,55
0,50
1,77
0,44
0,136
0,106
0,107
0,115
1,45
1,63
1,47
0,47
1,89
0,54
1,41
1,75
1,77
0,44
1,103
1,44
0,108
0,98
1,65
0,56
1,85
1,51
1,55
1,69
1,49
1,77
1,95
0,58
0,92
0,100
0,102
1,51
1,61
1,51
0,74
1,103
1,65
0,52
1,75
1,47
0,54
0,52
1,63
1,59
1,77
1,59
0,107
1,47
1,67
0,48
0,70
1,48
0,80
1,43
0,108
0,94
0,60
1,43
0,60
1,45
0,74
1,53
0,46
1,77
1,63
1,45
1,50
0,48
1,59
1,91
1,71
1,43
1,59
1,51
0,132
0,106
1,40
1,51
0,112
1,67
1,53
1,81
0,110
1,67
1,103
0,60
1,37
0,44
1,53
0,52
0,54
0,109
1,47
1,47
1,42
1,81
1,46
0,80
0,102
0,97
0,94
0,64
0,56
0,105
1,101
0,105
0,118
0,121
1,33
1,53
1,53
0,114
1,67
1,41
1,55
1,61
0,121
1,45
0,68
0,88
1,44
0,62
0,118
0,62
1,39
1,44
1,95
0,52
0,54
0,60
0,52
1,77
1,58
0,46
0,90
1,97
1,81
1,57
0,48
0,62
1,55
1,51
0,66
0,60
0,50
1,49
1,49
0,57
0,66
1,73
0,54
0,131
0,68
1,53
1,49
0,114
1,51
1,69
0,82
1,45
1,47
1,67
1,53
0,50
0,46
0,64
1,125
0,58
0,142
1,65
0,82
0,125
0,98
1,49
1,93
0,50
0,120
0,56
0,94
0,72
0,121
0,52
0,52
0,101
1,61
0,138
0,76
0,78
0,207
0,68
1,57
1,55
0,46
0,109
0,72
0,64
0,43
0,126
1,61
0,64
0,54
0,70
0,74
0,118
1,48
1,67
0,51
0,136
0,134
0,50
0,119
0,118
0,100
1,71
